Time,GC Util
0,0
0,0
1238,15
1238,15
1668,14
1668,14
1754,114
4222,23
4266,90
4266,90
4313,100
4313,100
4358,165
4404,52
4441,101
4441,101
4484,108
4484,108
4542,180
4585,122
4626,117
4626,117
4658,113
4658,113
4686,171
4711,97
4752,43
4752,43
4800,32
4800,32
4830,145
4852,39
4881,122
4881,122
4929,123
4929,123
4953,142
4978,133
5039,151
5039,151
5092,46
5092,46
5159,39
5159,39
5202,41
5202,41
5246,38
5246,38
5282,34
5282,34
5338,43
5338,43
5373,51
5373,51
5489,80
5489,80
5573,125
5573,125
5653,107
5653,107
5720,83
5720,83
5763,71
5763,71
5802,75
5802,75
5851,43
5851,43
5881,49
5881,49
5923,45
5923,45
5940,183
5958,77
5976,123
5976,123
6004,61
6004,61
6056,86
6056,86
6094,74
6094,74
6138,93
6138,93
6233,92
6233,92
6327,200
6387,142
6431,18
6470,48
6505,37
6540,196
6574,234
6574,234
6607,76
6607,76
6642,194
6674,85
6710,45
6741,75
6776,40
6808,60
6843,39
6875,40
6912,44
6943,65
6981,54
7012,54
7068,183
7068,183
7112,148
7112,148
7180,156
7237,57
7304,21
7368,63
7435,20
8610,60
8624,108
8633,56
8642,47
8651,50
8662,41
8670,48
8686,32
8686,32
8698,34
8698,34
8719,166
8719,166
8739,165
8739,165
8760,166
8760,166
8780,101
8780,101
8800,95
8800,95
8823,91
8823,91
8843,92
8843,92
8863,122
8863,122
8882,160
8882,160
8902,220
8902,220
8921,165
8921,165
8940,169
8940,169
8959,152
8959,152
8978,167
8978,167
8998,185
8998,185
9017,30
9017,30
9036,45
9036,45
9055,40
9055,40
9075,56
9075,56
9093,39
9093,39
9110,52
9110,52
9128,25
9128,25
9144,166
9144,166
9161,169
9161,169
9179,161
9179,161
9196,154
9196,154
9214,170
9214,170
9231,164
9231,164
9248,179
9248,179
9265,165
9265,165
9282,157
9282,157
9299,149
9299,149
9366,178
9366,178
9448,170
9448,170
9516,170
9516,170
9576,165
9576,165
9611,181
9611,181
9642,169
9642,169
9673,168
9673,168
9704,160
9704,160
9736,167
9736,167
9768,163
9768,163
9800,168
9800,168
9832,165
9832,165
9863,165
9863,165
9896,161
9896,161
9928,167
9928,167
9965,166
9965,166
10030,187
10030,187
10095,178
10095,178
10964,171
10964,171
10976,114
10976,114
10987,112
10987,112
10995,208
11161,123
11549,1
11581,49
11613,14
11643,47
11680,24
11719,50
11759,20
11791,63
11814,142
11814,142
11836,61
11836,61
11890,54
11890,54
11922,223
11951,75
11984,28
12014,67
12040,15
12064,164
12089,26
12112,63
12181,6
12252,65
12384,95
12384,95
12595,71
12595,71
13340,47
13340,47
13381,132
13418,50
13456,33
13490,54
