Time,GC Util
0,0
0,0
1321,20
1321,20
1781,25
1781,25
1889,152
5013,44
5070,21
5070,21
5129,72
5129,72
5186,74
5242,46
5287,64
5287,64
5341,77
5341,77
5418,81
5479,103
5541,74
5541,74
5599,106
5599,106
5673,122
5753,195
5829,139
5829,139
5880,119
5880,119
6003,152
6003,152
6081,135
6081,135
6162,149
6162,149
6281,156
6281,156
6349,121
6349,121
6429,115
6429,115
6518,136
6518,136
6645,132
6645,132
6737,144
6737,144
6822,182
6822,182
6888,76
6888,76
6938,139
6938,139
6986,142
6986,142
7037,154
7037,154
7091,152
7091,152
7146,119
7146,119
7209,118
7209,118
7257,122
7257,122
7316,120
7316,120
7478,144
7478,144
7659,85
7659,85
7748,128
7748,128
7828,114
7828,114
7872,162
7907,156
7955,62
7994,188
8040,57
8079,157
8129,195
8129,195
8172,93
8172,93
8290,187
8290,187
8466,128
8466,128
9177,129
9177,129
9205,100
9205,100
9232,70
9232,70
9258,65
9258,65
9283,109
9283,109
9314,100
9314,100
9336,130
9336,130
9360,99
9360,99
9388,98
9388,98
9420,152
9420,152
9459,133
9459,133
9488,138
9488,138
9509,96
9509,96
9531,58
9531,58
9552,188
9552,188
9614,180
9614,180
9727,180
9727,180
9785,224
9785,224
9822,206
9822,206
9861,182
9861,182
9903,184
9903,184
9945,183
9945,183
10021,187
10021,187
10553,198
10553,198
10965,238
10965,238
11065,119
11065,119
11147,129
11147,129
11230,129
11230,129
11267,190
11334,174
11514,5
12002,248
12056,24
12104,124
12166,17
12234,128
12298,28
12559,178
12614,271
12614,271
12664,166
12664,166
12792,216
12844,82
12860,81
12874,137
12891,70
12904,118
12921,90
12935,128
13019,14
13061,139
13090,219
13090,219
13113,191
13113,191
13220,147
13220,147
13434,191
13434,191
13545,185
13545,185
13648,128
13648,128
13730,126
13730,126
13761,159
13761,159
13790,138
