,GC Util,GCInterval,JVM,Time,benchmark,heapSize,numThreads
0,0.0,100.0,JDK8-9-9,0.0,avrora,100.0,100.0
1,0.0,100.0,JDK8-9-9,0.0,avrora,100.0,100.0
2,31.0,100.0,JDK8-9-9,672.0,avrora,100.0,100.0
3,31.0,100.0,JDK8-9-9,672.0,avrora,100.0,100.0
4,31.0,100.0,JDK8-9-9,1791.0,avrora,103.91,100.0
5,31.0,100.0,JDK8-9-9,1791.0,avrora,103.91,100.0
6,10.0,100.0,JDK8-9-9,5558.0,avrora,107.81,100.0
7,10.0,100.0,JDK8-9-9,5558.0,avrora,107.81,100.0
8,37.0,100.0,JDK8-9-9,9306.0,avrora,111.72,100.0
9,37.0,100.0,JDK8-9-9,9306.0,avrora,111.72,100.0
10,68.0,100.0,JDK8-9-9,12969.0,avrora,115.62,100.0
11,68.0,100.0,JDK8-9-9,12969.0,avrora,115.62,100.0
12,30.0,100.0,JDK8-9-9,18444.0,avrora,119.53,100.0
13,30.0,100.0,JDK8-9-9,18444.0,avrora,119.53,100.0
14,31.0,100.0,JDK8-9-9,24267.0,avrora,123.44,100.0
15,31.0,100.0,JDK8-9-9,24267.0,avrora,123.44,100.0
16,0.0,100.0,JDK8-9-9,0.0,avrora,100.0,100.0
17,0.0,100.0,JDK8-9-9,0.0,avrora,100.0,100.0
18,32.0,100.0,JDK8-9-9,644.0,avrora,100.0,100.0
19,32.0,100.0,JDK8-9-9,644.0,avrora,100.0,100.0
20,13.0,100.0,JDK8-9-9,1778.0,avrora,103.91,100.0
21,13.0,100.0,JDK8-9-9,1778.0,avrora,103.91,100.0
22,8.0,100.0,JDK8-9-9,4992.0,avrora,107.81,100.0
23,8.0,100.0,JDK8-9-9,4992.0,avrora,107.81,100.0
24,26.0,100.0,JDK8-9-9,8002.0,avrora,111.72,100.0
25,26.0,100.0,JDK8-9-9,8002.0,avrora,111.72,100.0
26,96.0,100.0,JDK8-9-9,11129.0,avrora,115.62,100.0
27,96.0,100.0,JDK8-9-9,11129.0,avrora,115.62,100.0
28,28.0,100.0,JDK8-9-9,14391.0,avrora,119.53,100.0
29,28.0,100.0,JDK8-9-9,14391.0,avrora,119.53,100.0
30,88.0,100.0,JDK8-9-9,17883.0,avrora,123.44,100.0
