,GC Util,GCInterval,JVM,Time,benchmark,heapSize,numThreads
0,0.0,100.0,JDK1-1-3,0.0,jython,100.0,100.0
1,0.0,100.0,JDK1-1-3,0.0,jython,100.0,100.0
2,33.0,100.0,JDK1-1-3,1464.0,jython,100.0,100.0
3,33.0,100.0,JDK1-1-3,1464.0,jython,100.0,100.0
4,47.0,100.0,JDK1-1-3,2166.0,jython,100.78,100.0
5,47.0,100.0,JDK1-1-3,2166.0,jython,100.78,100.0
6,29.0,100.0,JDK1-1-3,2445.0,jython,101.56,100.0
7,29.0,100.0,JDK1-1-3,2445.0,jython,101.56,100.0
8,33.0,100.0,JDK1-1-3,5281.0,jython,102.34,100.0
9,33.0,100.0,JDK1-1-3,5281.0,jython,102.34,100.0
10,26.0,100.0,JDK1-1-3,5444.0,jython,103.12,100.0
11,26.0,100.0,JDK1-1-3,5444.0,jython,103.12,100.0
12,28.0,100.0,JDK1-1-3,5576.0,jython,103.91,25.0
13,28.0,100.0,JDK1-1-3,5576.0,jython,103.91,25.0
14,28.0,100.0,JDK1-1-3,5678.0,jython,104.69,100.0
15,28.0,100.0,JDK1-1-3,5678.0,jython,104.69,100.0
16,34.0,100.0,JDK1-1-3,5751.0,jython,105.47,100.0
17,34.0,100.0,JDK1-1-3,5751.0,jython,105.47,100.0
18,32.0,100.0,JDK1-1-3,5818.0,jython,106.25,100.0
19,32.0,100.0,JDK1-1-3,5818.0,jython,106.25,100.0
20,29.0,100.0,JDK1-1-3,5901.0,jython,107.03,100.0
21,29.0,100.0,JDK1-1-3,5901.0,jython,107.03,100.0
22,33.0,100.0,JDK1-1-3,5945.0,jython,107.81,100.0
23,33.0,100.0,JDK1-1-3,5945.0,jython,107.81,100.0
24,27.0,100.0,JDK1-1-3,5987.0,jython,108.59,25.0
25,27.0,100.0,JDK1-1-3,5987.0,jython,108.59,25.0
26,29.0,100.0,JDK1-1-3,6060.0,jython,109.38,100.0
27,29.0,100.0,JDK1-1-3,6060.0,jython,109.38,100.0
28,29.0,100.0,JDK1-1-3,6130.0,jython,110.16,100.0
29,29.0,100.0,JDK1-1-3,6130.0,jython,110.16,100.0
30,25.0,100.0,JDK1-1-3,6165.0,jython,110.94,100.0
31,25.0,100.0,JDK1-1-3,6165.0,jython,110.94,100.0
32,25.0,100.0,JDK1-1-3,6165.0,jython,110.94,100.0
33,25.0,100.0,JDK1-1-3,6165.0,jython,110.94,100.0
34,26.0,100.0,JDK1-1-3,6263.0,jython,111.72,100.0
35,26.0,100.0,JDK1-1-3,6263.0,jython,111.72,100.0
36,24.0,100.0,JDK1-1-3,6287.0,jython,112.5,100.0
37,24.0,100.0,JDK1-1-3,6287.0,jython,112.5,100.0
38,25.0,100.0,JDK1-1-3,6428.0,jython,113.28,25.0
39,25.0,100.0,JDK1-1-3,6428.0,jython,113.28,25.0
40,32.0,100.0,JDK1-1-3,6553.0,jython,114.06,100.0
41,32.0,100.0,JDK1-1-3,6553.0,jython,114.06,100.0
42,32.0,100.0,JDK1-1-3,6674.0,jython,114.84,100.0
43,32.0,100.0,JDK1-1-3,6674.0,jython,114.84,100.0
44,116.0,100.0,JDK1-1-3,6770.0,jython,115.62,100.0
45,116.0,100.0,JDK1-1-3,6770.0,jython,115.62,100.0
46,27.0,100.0,JDK1-1-3,6812.0,jython,116.41,100.0
47,27.0,100.0,JDK1-1-3,6812.0,jython,116.41,100.0
48,27.0,100.0,JDK1-1-3,6812.0,jython,116.41,100.0
49,27.0,100.0,JDK1-1-3,6812.0,jython,116.41,100.0
50,28.0,100.0,JDK1-1-3,6857.0,jython,117.19,100.0
51,28.0,100.0,JDK1-1-3,6857.0,jython,117.19,100.0
52,28.0,100.0,JDK1-1-3,6857.0,jython,117.19,100.0
53,28.0,100.0,JDK1-1-3,6857.0,jython,117.19,100.0
54,65.0,100.0,JDK1-1-3,6896.0,jython,117.97,100.0
55,65.0,100.0,JDK1-1-3,6896.0,jython,117.97,100.0
56,0.0,100.0,JDK1-1-3,0.0,jython,100.0,100.0
57,0.0,100.0,JDK1-1-3,0.0,jython,100.0,100.0
58,30.0,100.0,JDK1-1-3,1509.0,jython,100.0,100.0
59,30.0,100.0,JDK1-1-3,1509.0,jython,100.0,100.0
60,40.0,100.0,JDK1-1-3,2231.0,jython,100.78,100.0
61,40.0,100.0,JDK1-1-3,2231.0,jython,100.78,100.0
62,27.0,100.0,JDK1-1-3,2495.0,jython,101.56,100.0
63,27.0,100.0,JDK1-1-3,2495.0,jython,101.56,100.0
64,26.0,100.0,JDK1-1-3,5258.0,jython,102.34,100.0
65,26.0,100.0,JDK1-1-3,5258.0,jython,102.34,100.0
66,25.0,100.0,JDK1-1-3,5438.0,jython,103.12,100.0
67,25.0,100.0,JDK1-1-3,5438.0,jython,103.12,100.0
68,26.0,100.0,JDK1-1-3,5586.0,jython,103.91,25.0
69,26.0,100.0,JDK1-1-3,5586.0,jython,103.91,25.0
70,28.0,100.0,JDK1-1-3,5685.0,jython,104.69,100.0
71,28.0,100.0,JDK1-1-3,5685.0,jython,104.69,100.0
72,30.0,100.0,JDK1-1-3,5748.0,jython,105.47,100.0
73,30.0,100.0,JDK1-1-3,5748.0,jython,105.47,100.0
74,25.0,100.0,JDK1-1-3,5813.0,jython,106.25,100.0
75,25.0,100.0,JDK1-1-3,5813.0,jython,106.25,100.0
76,26.0,100.0,JDK1-1-3,5893.0,jython,107.03,100.0
77,26.0,100.0,JDK1-1-3,5893.0,jython,107.03,100.0
78,31.0,100.0,JDK1-1-3,5937.0,jython,107.81,100.0
79,31.0,100.0,JDK1-1-3,5937.0,jython,107.81,100.0
80,26.0,100.0,JDK1-1-3,5979.0,jython,108.59,25.0
81,26.0,100.0,JDK1-1-3,5979.0,jython,108.59,25.0
82,27.0,100.0,JDK1-1-3,6077.0,jython,109.38,100.0
83,27.0,100.0,JDK1-1-3,6077.0,jython,109.38,100.0
84,27.0,100.0,JDK1-1-3,6105.0,jython,110.16,100.0
85,27.0,100.0,JDK1-1-3,6105.0,jython,110.16,100.0
86,40.0,100.0,JDK1-1-3,6139.0,jython,110.94,100.0
87,40.0,100.0,JDK1-1-3,6139.0,jython,110.94,100.0
88,24.0,100.0,JDK1-1-3,6229.0,jython,111.72,100.0
89,24.0,100.0,JDK1-1-3,6229.0,jython,111.72,100.0
90,24.0,100.0,JDK1-1-3,6229.0,jython,111.72,100.0
91,24.0,100.0,JDK1-1-3,6229.0,jython,111.72,100.0
92,25.0,100.0,JDK1-1-3,6368.0,jython,112.5,100.0
93,25.0,100.0,JDK1-1-3,6368.0,jython,112.5,100.0
94,25.0,100.0,JDK1-1-3,6368.0,jython,112.5,100.0
95,25.0,100.0,JDK1-1-3,6368.0,jython,112.5,100.0
96,29.0,100.0,JDK1-1-3,6422.0,jython,113.28,25.0
97,29.0,100.0,JDK1-1-3,6422.0,jython,113.28,25.0
98,29.0,100.0,JDK1-1-3,6422.0,jython,113.28,25.0
99,29.0,100.0,JDK1-1-3,6422.0,jython,113.28,25.0
100,28.0,100.0,JDK1-1-3,6467.0,jython,114.06,100.0
101,28.0,100.0,JDK1-1-3,6467.0,jython,114.06,100.0
102,28.0,100.0,JDK1-1-3,6467.0,jython,114.06,100.0
103,28.0,100.0,JDK1-1-3,6467.0,jython,114.06,100.0
104,21.0,100.0,JDK1-1-3,6510.0,jython,114.84,100.0
105,21.0,100.0,JDK1-1-3,6510.0,jython,114.84,100.0
106,21.0,100.0,JDK1-1-3,6510.0,jython,114.84,100.0
107,21.0,100.0,JDK1-1-3,6510.0,jython,114.84,100.0
108,25.0,100.0,JDK1-1-3,6547.0,jython,115.62,100.0
109,25.0,100.0,JDK1-1-3,6547.0,jython,115.62,100.0
110,25.0,100.0,JDK1-1-3,6547.0,jython,115.62,100.0
