,GC Util,GCInterval,JVM,Time,benchmark,heapSize,numThreads
0,0.0,100.0,JDK5-6-7,0.0,sunflow,100.0,100.0
1,0.0,100.0,JDK5-6-7,0.0,sunflow,100.0,100.0
2,34.0,100.0,JDK5-6-7,323.0,sunflow,100.0,100.0
3,34.0,100.0,JDK5-6-7,323.0,sunflow,100.0,100.0
4,52.0,100.0,JDK5-6-7,590.0,sunflow,102.34,100.0
5,52.0,100.0,JDK5-6-7,590.0,sunflow,102.34,100.0
6,29.0,100.0,JDK5-6-7,626.0,sunflow,104.69,100.0
7,29.0,100.0,JDK5-6-7,626.0,sunflow,104.69,100.0
8,44.0,100.0,JDK5-6-7,741.0,sunflow,107.03,100.0
9,44.0,100.0,JDK5-6-7,741.0,sunflow,107.03,100.0
10,45.0,100.0,JDK5-6-7,781.0,sunflow,109.38,100.0
11,45.0,100.0,JDK5-6-7,781.0,sunflow,109.38,100.0
12,40.0,100.0,JDK5-6-7,807.0,sunflow,111.72,100.0
13,40.0,100.0,JDK5-6-7,807.0,sunflow,111.72,100.0
14,38.0,100.0,JDK5-6-7,832.0,sunflow,114.06,100.0
15,38.0,100.0,JDK5-6-7,832.0,sunflow,114.06,100.0
16,38.0,100.0,JDK5-6-7,861.0,sunflow,116.41,100.0
17,38.0,100.0,JDK5-6-7,861.0,sunflow,116.41,100.0
18,38.0,100.0,JDK5-6-7,891.0,sunflow,118.75,100.0
19,38.0,100.0,JDK5-6-7,891.0,sunflow,118.75,100.0
20,38.0,100.0,JDK5-6-7,925.0,sunflow,121.09,100.0
21,38.0,100.0,JDK5-6-7,925.0,sunflow,121.09,100.0
22,39.0,100.0,JDK5-6-7,959.0,sunflow,123.44,100.0
23,39.0,100.0,JDK5-6-7,959.0,sunflow,123.44,100.0
24,40.0,100.0,JDK5-6-7,991.0,sunflow,125.78,100.0
25,40.0,100.0,JDK5-6-7,991.0,sunflow,125.78,100.0
26,43.0,100.0,JDK5-6-7,1023.0,sunflow,128.12,100.0
27,43.0,100.0,JDK5-6-7,1023.0,sunflow,128.12,100.0
28,39.0,100.0,JDK5-6-7,1049.0,sunflow,130.47,100.0
29,39.0,100.0,JDK5-6-7,1049.0,sunflow,130.47,100.0
30,0.0,100.0,JDK5-6-7,0.0,sunflow,100.0,100.0
31,0.0,100.0,JDK5-6-7,0.0,sunflow,100.0,100.0
32,31.0,100.0,JDK5-6-7,331.0,sunflow,100.0,100.0
33,31.0,100.0,JDK5-6-7,331.0,sunflow,100.0,100.0
34,28.0,100.0,JDK5-6-7,575.0,sunflow,102.34,100.0
35,28.0,100.0,JDK5-6-7,575.0,sunflow,102.34,100.0
36,60.0,100.0,JDK5-6-7,616.0,sunflow,104.69,100.0
37,60.0,100.0,JDK5-6-7,616.0,sunflow,104.69,100.0
38,85.0,100.0,JDK5-6-7,721.0,sunflow,107.03,100.0
39,85.0,100.0,JDK5-6-7,721.0,sunflow,107.03,100.0
40,88.0,100.0,JDK5-6-7,756.0,sunflow,109.38,100.0
41,88.0,100.0,JDK5-6-7,756.0,sunflow,109.38,100.0
42,104.0,100.0,JDK5-6-7,793.0,sunflow,111.72,100.0
43,104.0,100.0,JDK5-6-7,793.0,sunflow,111.72,100.0
44,88.0,100.0,JDK5-6-7,823.0,sunflow,114.06,100.0
45,88.0,100.0,JDK5-6-7,823.0,sunflow,114.06,100.0
46,87.0,100.0,JDK5-6-7,873.0,sunflow,116.41,100.0
47,87.0,100.0,JDK5-6-7,873.0,sunflow,116.41,100.0
48,37.0,100.0,JDK5-6-7,914.0,sunflow,118.75,100.0
49,37.0,100.0,JDK5-6-7,914.0,sunflow,118.75,100.0
50,58.0,100.0,JDK5-6-7,950.0,sunflow,121.09,100.0
51,58.0,100.0,JDK5-6-7,950.0,sunflow,121.09,100.0
52,54.0,100.0,JDK5-6-7,982.0,sunflow,123.44,100.0
53,54.0,100.0,JDK5-6-7,982.0,sunflow,123.44,100.0
54,38.0,100.0,JDK5-6-7,1016.0,sunflow,125.78,100.0
55,38.0,100.0,JDK5-6-7,1016.0,sunflow,125.78,100.0
56,38.0,100.0,JDK5-6-7,1044.0,sunflow,128.12,100.0
57,38.0,100.0,JDK5-6-7,1044.0,sunflow,128.12,100.0
58,36.0,100.0,JDK5-6-7,1069.0,sunflow,130.47,100.0
59,36.0,100.0,JDK5-6-7,1069.0,sunflow,130.47,100.0
60,0.0,100.0,JDK5-6-7,0.0,sunflow,100.0,100.0
61,0.0,100.0,JDK5-6-7,0.0,sunflow,100.0,100.0
62,31.0,100.0,JDK5-6-7,319.0,sunflow,100.0,100.0
63,31.0,100.0,JDK5-6-7,319.0,sunflow,100.0,100.0
64,118.0,100.0,JDK5-6-7,564.0,sunflow,102.34,100.0
65,118.0,100.0,JDK5-6-7,564.0,sunflow,102.34,100.0
66,56.0,100.0,JDK5-6-7,620.0,sunflow,104.69,100.0
67,56.0,100.0,JDK5-6-7,620.0,sunflow,104.69,100.0
68,89.0,100.0,JDK5-6-7,734.0,sunflow,107.03,100.0
69,89.0,100.0,JDK5-6-7,734.0,sunflow,107.03,100.0
70,96.0,100.0,JDK5-6-7,784.0,sunflow,109.38,100.0
71,96.0,100.0,JDK5-6-7,784.0,sunflow,109.38,100.0
72,95.0,100.0,JDK5-6-7,818.0,sunflow,111.72,100.0
73,95.0,100.0,JDK5-6-7,818.0,sunflow,111.72,100.0
74,90.0,100.0,JDK5-6-7,845.0,sunflow,114.06,100.0
75,90.0,100.0,JDK5-6-7,845.0,sunflow,114.06,100.0
76,93.0,100.0,JDK5-6-7,876.0,sunflow,116.41,100.0
77,93.0,100.0,JDK5-6-7,876.0,sunflow,116.41,100.0
78,90.0,100.0,JDK5-6-7,908.0,sunflow,118.75,100.0
79,90.0,100.0,JDK5-6-7,908.0,sunflow,118.75,100.0
80,35.0,100.0,JDK5-6-7,942.0,sunflow,121.09,100.0
81,35.0,100.0,JDK5-6-7,942.0,sunflow,121.09,100.0
82,35.0,100.0,JDK5-6-7,975.0,sunflow,123.44,25.0
83,35.0,100.0,JDK5-6-7,975.0,sunflow,123.44,25.0
84,34.0,100.0,JDK5-6-7,1008.0,sunflow,125.78,100.0
85,34.0,100.0,JDK5-6-7,1008.0,sunflow,125.78,100.0
86,37.0,100.0,JDK5-6-7,1039.0,sunflow,128.12,100.0
87,37.0,100.0,JDK5-6-7,1039.0,sunflow,128.12,100.0
88,40.0,100.0,JDK5-6-7,1065.0,sunflow,130.47,100.0
89,40.0,100.0,JDK5-6-7,1065.0,sunflow,130.47,100.0
90,0.0,0.0,JDK5-6-7,0.0,sunflow,100.0,100.0
91,0.0,100.0,JDK5-6-7,0.0,sunflow,100.0,100.0
92,0.0,100.0,JDK5-6-7,0.0,sunflow,100.0,100.0
93,29.0,100.0,JDK5-6-7,323.0,sunflow,100.0,100.0
94,29.0,100.0,JDK5-6-7,323.0,sunflow,100.0,100.0
95,29.0,100.0,JDK5-6-7,571.0,sunflow,102.34,100.0
96,29.0,100.0,JDK5-6-7,571.0,sunflow,102.34,100.0
97,28.0,100.0,JDK5-6-7,609.0,sunflow,104.69,100.0
98,28.0,100.0,JDK5-6-7,609.0,sunflow,104.69,100.0
99,39.0,100.0,JDK5-6-7,724.0,sunflow,107.03,100.0
100,39.0,100.0,JDK5-6-7,724.0,sunflow,107.03,100.0
101,39.0,100.0,JDK5-6-7,757.0,sunflow,109.38,100.0
102,39.0,100.0,JDK5-6-7,757.0,sunflow,109.38,100.0
103,81.0,100.0,JDK5-6-7,785.0,sunflow,111.72,100.0
104,81.0,100.0,JDK5-6-7,785.0,sunflow,111.72,100.0
105,40.0,100.0,JDK5-6-7,810.0,sunflow,114.06,100.0
106,40.0,100.0,JDK5-6-7,810.0,sunflow,114.06,100.0
107,42.0,100.0,JDK5-6-7,839.0,sunflow,116.41,100.0
108,42.0,100.0,JDK5-6-7,839.0,sunflow,116.41,100.0
109,39.0,100.0,JDK5-6-7,869.0,sunflow,118.75,100.0
110,39.0,100.0,JDK5-6-7,869.0,sunflow,118.75,100.0
111,41.0,100.0,JDK5-6-7,903.0,sunflow,121.09,100.0
112,41.0,100.0,JDK5-6-7,903.0,sunflow,121.09,100.0
113,38.0,100.0,JDK5-6-7,935.0,sunflow,123.44,100.0
114,38.0,100.0,JDK5-6-7,935.0,sunflow,123.44,100.0
115,50.0,100.0,JDK5-6-7,965.0,sunflow,125.78,100.0
116,50.0,100.0,JDK5-6-7,965.0,sunflow,125.78,100.0
117,41.0,100.0,JDK5-6-7,995.0,sunflow,128.12,100.0
118,41.0,100.0,JDK5-6-7,995.0,sunflow,128.12,100.0
119,42.0,100.0,JDK5-6-7,1025.0,sunflow,130.47,100.0
120,42.0,100.0,JDK5-6-7,1025.0,sunflow,130.47,100.0
121,0.0,100.0,JDK5-6-7,0.0,sunflow,100.0,100.0
122,0.0,100.0,JDK5-6-7,0.0,sunflow,100.0,100.0
123,31.0,100.0,JDK5-6-7,327.0,sunflow,100.0,100.0
124,31.0,100.0,JDK5-6-7,327.0,sunflow,100.0,100.0
125,29.0,100.0,JDK5-6-7,556.0,sunflow,102.34,100.0
126,29.0,100.0,JDK5-6-7,556.0,sunflow,102.34,100.0
127,26.0,100.0,JDK5-6-7,590.0,sunflow,104.69,100.0
128,26.0,100.0,JDK5-6-7,590.0,sunflow,104.69,100.0
129,111.0,100.0,JDK5-6-7,712.0,sunflow,107.03,100.0
130,111.0,100.0,JDK5-6-7,712.0,sunflow,107.03,100.0
131,121.0,100.0,JDK5-6-7,749.0,sunflow,109.38,100.0
132,121.0,100.0,JDK5-6-7,749.0,sunflow,109.38,100.0
133,117.0,100.0,JDK5-6-7,778.0,sunflow,111.72,100.0
134,117.0,100.0,JDK5-6-7,778.0,sunflow,111.72,100.0
135,129.0,100.0,JDK5-6-7,806.0,sunflow,114.06,100.0
136,129.0,100.0,JDK5-6-7,806.0,sunflow,114.06,100.0
137,128.0,100.0,JDK5-6-7,835.0,sunflow,116.41,100.0
138,128.0,100.0,JDK5-6-7,835.0,sunflow,116.41,100.0
139,120.0,100.0,JDK5-6-7,866.0,sunflow,118.75,100.0
140,120.0,100.0,JDK5-6-7,866.0,sunflow,118.75,100.0
141,133.0,100.0,JDK5-6-7,900.0,sunflow,121.09,100.0
142,133.0,100.0,JDK5-6-7,900.0,sunflow,121.09,100.0
143,125.0,100.0,JDK5-6-7,934.0,sunflow,123.44,100.0
144,125.0,100.0,JDK5-6-7,934.0,sunflow,123.44,100.0
145,113.0,100.0,JDK5-6-7,967.0,sunflow,125.78,100.0
146,113.0,100.0,JDK5-6-7,967.0,sunflow,125.78,100.0
147,108.0,100.0,JDK5-6-7,997.0,sunflow,128.12,100.0
148,108.0,100.0,JDK5-6-7,997.0,sunflow,128.12,100.0
149,118.0,100.0,JDK5-6-7,1025.0,sunflow,130.47,100.0
150,118.0,100.0,JDK5-6-7,1025.0,sunflow,130.47,100.0
151,0.0,100.0,JDK5-6-7,0.0,sunflow,100.0,100.0
152,0.0,100.0,JDK5-6-7,0.0,sunflow,100.0,100.0
153,31.0,100.0,JDK5-6-7,312.0,sunflow,100.0,100.0
154,31.0,100.0,JDK5-6-7,312.0,sunflow,100.0,100.0
155,28.0,100.0,JDK5-6-7,549.0,sunflow,102.34,100.0
156,28.0,100.0,JDK5-6-7,549.0,sunflow,102.34,100.0
