,GC Util,GCInterval,JVM,Time,benchmark,heapSize,numThreads
0,0.0,114.45,JDK5-4-4,0.0,avrora,100.0,100.0
1,0.0,100.0,JDK5-4-4,0.0,avrora,100.0,100.0
2,0.0,100.0,JDK5-4-4,88.0,avrora,100.0,100.0
3,0.0,0.05,JDK5-4-4,88.0,avrora,100.0,100.0
4,1.0,0.05,JDK5-4-4,1032.0,avrora,100.0,100.0
5,1.0,102.85,JDK5-4-4,1032.0,avrora,100.0,100.0
6,0.0,102.85,JDK5-4-4,7772.0,avrora,100.0,100.0
7,0.0,105.25,JDK5-4-4,7772.0,avrora,100.0,100.0
8,2.0,105.25,JDK5-4-4,8090.0,avrora,100.0,100.0
9,2.0,107.25,JDK5-4-4,8090.0,avrora,100.0,100.0
10,0.0,107.25,JDK5-4-4,15547.0,avrora,100.0,100.0
11,0.0,109.65,JDK5-4-4,15547.0,avrora,100.0,100.0
12,0.0,109.65,JDK5-4-4,22495.0,avrora,100.0,100.0
13,0.0,111.65,JDK5-4-4,22495.0,avrora,100.0,100.0
14,0.0,111.65,JDK5-4-4,36274.0,avrora,100.0,100.0
15,0.0,102.85,JDK5-4-4,36274.0,avrora,100.0,100.0
16,76.0,102.85,JDK5-4-4,46692.0,avrora,100.0,100.0
17,76.0,102.85,JDK5-4-4,46692.0,avrora,100.0,100.0
18,2.0,102.85,JDK5-4-4,46868.0,avrora,100.0,100.0
19,2.0,80.85,JDK5-4-4,46868.0,avrora,100.0,100.0
20,5.0,80.85,JDK5-4-4,46916.0,avrora,100.0,100.0
21,5.0,102.45,JDK5-4-4,46916.0,avrora,100.0,100.0
22,0.0,102.45,JDK5-4-4,47202.0,avrora,100.0,100.0
23,0.0,104.45,JDK5-4-4,47202.0,avrora,100.0,100.0
24,1.0,104.45,JDK5-4-4,47466.0,avrora,100.0,100.0
25,1.0,106.85,JDK5-4-4,47466.0,avrora,100.0,100.0
26,2.0,106.85,JDK5-4-4,47660.0,avrora,100.0,100.0
27,2.0,108.85,JDK5-4-4,47660.0,avrora,100.0,100.0
28,4.0,108.85,JDK5-4-4,47776.0,avrora,100.0,100.0
29,4.0,110.85,JDK5-4-4,47776.0,avrora,100.0,100.0
30,17.0,110.85,JDK5-4-4,47805.0,avrora,100.0,100.0
31,17.0,111.25,JDK5-4-4,47805.0,avrora,100.0,100.0
32,1.0,111.25,JDK5-4-4,48067.0,avrora,100.0,100.0
33,1.0,102.85,JDK5-4-4,48067.0,avrora,100.0,100.0
34,1.0,102.85,JDK5-4-4,48372.0,avrora,100.0,100.0
35,1.0,104.85,JDK5-4-4,48372.0,avrora,100.0,100.0
36,2.0,104.85,JDK5-4-4,48530.0,avrora,100.0,100.0
37,2.0,107.25,JDK5-4-4,48530.0,avrora,100.0,100.0
38,3.0,107.25,JDK5-4-4,48645.0,avrora,100.0,100.0
39,3.0,108.85,JDK5-4-4,48645.0,avrora,100.0,100.0
40,6.0,108.85,JDK5-4-4,48680.0,avrora,100.0,100.0
41,6.0,110.45,JDK5-4-4,48680.0,avrora,100.0,100.0
42,10.0,110.45,JDK5-4-4,48704.0,avrora,100.0,100.0
43,10.0,111.65,JDK5-4-4,48704.0,avrora,100.0,100.0
44,35.0,111.65,JDK5-4-4,48717.0,avrora,100.0,100.0
45,35.0,98.85,JDK5-4-4,48717.0,avrora,100.0,100.0
46,29.0,98.85,JDK5-4-4,48735.0,avrora,100.0,100.0
47,29.0,98.05,JDK5-4-4,48735.0,avrora,100.0,100.0
48,37.0,98.05,JDK5-4-4,48748.0,avrora,100.0,100.0
49,37.0,96.05,JDK5-4-4,48748.0,avrora,100.0,100.0
50,31.0,96.05,JDK5-4-4,48864.0,avrora,116.41,100.0
51,31.0,96.05,JDK5-4-4,48864.0,avrora,116.41,100.0
52,8.0,96.05,JDK5-4-4,49491.0,avrora,116.41,100.0
53,8.0,61.25,JDK5-4-4,49491.0,avrora,116.41,100.0
54,114.0,61.25,JDK5-4-4,50224.0,avrora,118.75,100.0
55,114.0,61.25,JDK5-4-4,50224.0,avrora,118.75,100.0
56,0.0,61.25,JDK5-4-4,50971.0,avrora,121.09,100.0
57,0.0,61.25,JDK5-4-4,50971.0,avrora,121.09,100.0
58,42.0,61.25,JDK5-4-4,51683.0,avrora,123.44,100.0
59,42.0,61.25,JDK5-4-4,51683.0,avrora,123.44,100.0
60,2.0,61.25,JDK5-4-4,52478.0,avrora,123.44,100.0
61,2.0,90.45,JDK5-4-4,52478.0,avrora,123.44,100.0
62,2.0,90.45,JDK5-4-4,53846.0,avrora,127.34,100.0
63,2.0,90.45,JDK5-4-4,53846.0,avrora,127.34,100.0
64,97.0,90.45,JDK5-4-4,55222.0,avrora,129.69,100.0
65,97.0,90.45,JDK5-4-4,55222.0,avrora,129.69,100.0
66,7.0,90.45,JDK5-4-4,56319.0,avrora,132.03,100.0
67,7.0,90.45,JDK5-4-4,56319.0,avrora,132.03,100.0
68,7.0,90.45,JDK5-4-4,57581.0,avrora,134.38,100.0
69,7.0,90.45,JDK5-4-4,57581.0,avrora,134.38,100.0
70,7.0,90.45,JDK5-4-4,58858.0,avrora,136.72,100.0
71,7.0,90.45,JDK5-4-4,58858.0,avrora,136.72,100.0
72,0.0,90.45,JDK5-4-4,60069.0,avrora,136.72,100.0
73,0.0,104.45,JDK5-4-4,60069.0,avrora,136.72,100.0
74,0.0,104.45,JDK5-4-4,61149.0,avrora,136.72,100.0
75,0.0,106.85,JDK5-4-4,61149.0,avrora,136.72,100.0
76,0.0,106.85,JDK5-4-4,62719.0,avrora,136.72,100.0
77,0.0,108.85,JDK5-4-4,62719.0,avrora,136.72,100.0
78,0.0,108.85,JDK5-4-4,64258.0,avrora,136.72,100.0
79,0.0,111.25,JDK5-4-4,64258.0,avrora,136.72,100.0
80,0.0,111.25,JDK5-4-4,65818.0,avrora,136.72,100.0
81,0.0,102.85,JDK5-4-4,65818.0,avrora,136.72,100.0
82,0.0,102.85,JDK5-4-4,67299.0,avrora,136.72,100.0
83,0.0,105.25,JDK5-4-4,67299.0,avrora,136.72,100.0
84,0.0,105.25,JDK5-4-4,69123.0,avrora,136.72,100.0
85,0.0,107.65,JDK5-4-4,69123.0,avrora,136.72,100.0
86,0.0,107.65,JDK5-4-4,70938.0,avrora,136.72,100.0
87,0.0,109.65,JDK5-4-4,70938.0,avrora,136.72,100.0
88,0.0,109.65,JDK5-4-4,72704.0,avrora,136.72,100.0
89,0.0,112.05,JDK5-4-4,72704.0,avrora,136.72,100.0
90,0.0,112.05,JDK5-4-4,74341.0,avrora,136.72,100.0
